,age,csp,gen,td1,td2,td3,td4,s_p_ms_1,s_p_ms_2,s_p_ms_3,s_p_ms_4,s_p_ms_5,s_p_ms_6,s_p_ms_7,s_p_ms_8,s_p_ms_9,s_p_mm_1,s_p_mm_2,s_p_mm_3,s_p_mm_4,s_p_ss_1,s_p_ss_2,s_p_ss_3,s_p_ss_4,s_v_ms_1,s_v_ms_2,s_v_ms_3,s_v_ms_4,s_v_ms_5,s_v_ms_6,s_v_ms_7,s_v_ms_8,s_v_ms_9,s_v_mm_1,s_v_mm_2,s_v_mm_3,s_v_mm_4,s_v_ss_1,s_v_ss_2,s_v_ss_3,s_v_ss_4,n_p_ms_1,n_p_ms_2,n_p_ms_3,n_p_ms_4,n_p_ms_5,n_p_ms_6,n_p_ms_7,n_p_ms_8,n_p_ms_9,n_p_mm_1,n_p_mm_2,n_p_mm_3,n_p_mm_4,n_p_ss_1,n_p_ss_2,n_p_ss_3,n_p_ss_4,n_v_ms_1,n_v_ms_2,n_v_ms_3,n_v_ms_4,n_v_ms_5,n_v_ms_6,n_v_ms_7,n_v_ms_8,n_v_ms_9,n_v_mm_1,n_v_mm_2,n_v_mm_3,n_v_mm_4,n_v_ss_1,n_v_ss_2,n_v_ss_3,n_v_ss_4
109,18-25 ans,"Élèves, étudiants",Femme,124,38,87,31,3,0,1,3,2,3,1,3,2,3,2,1,2,1,1,2,1,2,2,2,3,3,3,2,2,3,3,2,1,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,-1,1,0,0,0,-1,1,0,0,1,-1,1,0
110,18-25 ans,"Élèves, étudiants",Homme,122,174,66,31,2,1,1,2,1,1,3,2,2,3,1,2,1,2,3,2,2,2,1,3,3,1,3,2,2,3,3,1,3,2,2,2,2,1,-1,1,1,-1,-1,1,-1,1,0,-1,0,1,0,1,-1,1,1,-1,0,1,-1,1,1,-1,-1,1,-1,-1,1,-1,1,-1,0,1
111,18-25 ans,"Élèves, étudiants",Femme,66,24,47,30,1,1,2,2,2,1,2,2,2,2,2,1,0,1,2,1,2,3,2,2,1,3,3,2,1,3,3,1,2,1,2,2,1,2,0,1,-1,1,-1,1,-1,1,0,1,0,0,0,0,0,0,1,1,0,-1,1,-1,-1,1,1,-1,1,0,-1,1,-1,0,1,-1
112,18-25 ans,"Élèves, étudiants",Femme,100,48,60,22,2,1,1,3,2,3,1,3,1,3,2,1,2,2,1,2,2,3,1,2,3,3,3,2,3,2,3,2,1,2,3,1,2,2,1,0,-1,0,-1,1,-1,1,-1,1,-1,1,-1,-1,-1,0,0,0,1,1,-1,-1,1,0,-1,0,1,0,1,-1,1,-1,1,-1
113,18-25 ans,"Élèves, étudiants",Femme,98,28,76,24,2,1,2,3,2,3,1,3,2,3,1,1,2,1,1,2,1,2,2,1,3,2,3,2,2,2,1,2,1,3,3,2,1,1,-1,0,1,-1,1,-1,1,-1,1,-1,0,0,0,1,0,0,0,1,1,0,-1,1,-1,0,1,-1,1,-1,-1,1,1,-1,-1,1
114,18-25 ans,"Élèves, étudiants",Femme,76,27,46,28,2,1,1,3,1,3,2,3,1,3,2,2,1,2,2,1,2,2,2,3,3,2,3,2,2,2,3,1,2,2,2,3,1,2,-1,0,0,1,-1,-1,0,1,-1,-1,1,-1,1,0,1,-1,1,-1,1,-1,1,-1,0,1,-1,0,0,0,-1,0,0,0,1,-1
115,18-25 ans,"Élèves, étudiants",Femme,75,32,1735,35,1,2,2,3,2,3,1,2,3,3,1,1,1,2,1,2,1,3,3,2,2,2,3,1,2,2,2,1,3,1,1,1,3,1,1,1,-1,0,-1,1,-1,1,-1,1,-1,1,0,0,-1,1,-1,1,-1,1,-1,-1,1,0,1,0,-1,1,1,1,-1,-1,1,1
116,18-25 ans,"Élèves, étudiants",Femme,88,32,58,36,1,3,1,3,1,2,1,2,1,2,2,3,1,2,2,1,3,2,3,1,2,2,3,2,3,2,2,1,2,1,2,3,2,2,1,1,1,-1,1,1,-1,0,0,1,-1,1,-1,1,-1,1,0,0,1,-1,1,-1,0,0,-1,0,1,0,-1,-1,0,0,0,-1
117,18-25 ans,"Élèves, étudiants",Femme,115,36,42,27,0,3,0,2,2,3,2,3,1,3,2,1,1,3,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,3,2,2,0,-1,0,0,1,-1,0,1,0,-1,0,0,1,-1,1,-1,1,-1,0,0,-1,0,1,-1,-1,1,-1,-1,1,-1,0,-1,1,1
118,18-25 ans,"Élèves, étudiants",Femme,114,42,66,22,2,1,1,3,2,3,1,3,1,3,2,1,2,2,1,2,2,2,3,3,3,1,3,2,3,2,3,1,3,1,1,2,1,2,0,1,-1,0,0,1,0,-1,0,1,-1,1,-1,0,0,1,-1,0,1,-1,0,0,0,0,1,0,1,-1,0,1,0,0,0,1
119,18-25 ans,"Élèves, étudiants",Femme,177,31,82,20,2,1,1,3,1,3,2,3,1,3,2,2,1,2,2,1,2,2,2,1,3,2,3,2,2,1,2,3,1,2,3,1,3,3,-1,1,0,0,1,-1,-1,1,0,-1,0,0,1,1,1,-1,1,-1,0,1,1,-1,0,1,0,0,-1,1,-1,1,1,0,1,0
120,18-25 ans,"Élèves, étudiants",Femme,71,35,187,44,1,2,2,3,1,3,1,3,2,3,1,2,2,2,2,2,1,3,2,1,2,3,3,1,3,2,3,3,1,2,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,-1,0,0,0,1,-1,0,0,0,0,-1,0
121,18-25 ans,"Élèves, étudiants",Femme,176,456,77,39,1,2,2,1,2,2,1,2,3,3,1,2,3,2,1,1,1,1,3,2,2,3,3,3,1,2,2,2,1,3,2,2,1,2,0,1,1,-1,1,-1,-1,1,-1,1,0,0,1,1,0,-1,1,1,0,1,-1,-1,1,1,0,0,1,0,1,1,1,-1,1,0
122,18-25 ans,"Élèves, étudiants",Femme,139,228,65,59,2,1,2,3,1,2,1,3,1,3,1,1,2,1,2,1,2,3,1,2,3,1,2,3,3,1,3,2,2,2,1,3,1,2,0,1,-1,1,0,1,-1,-1,1,1,0,1,-1,0,1,0,1,1,-1,1,-1,1,-1,-1,0,-1,1,0,1,-1,-1,1,-1,-1
123,18-25 ans,"Élèves, étudiants",Femme,42,27,58,72,3,0,2,3,2,3,2,3,2,3,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,1,2,3,2,1,-1,0,0,1,-1,1,0,0,0,-1,1,0,0,0,0,1,0,1,1,-1,0,-1,1,-1,1,0,1,-1,1,-1,-1,-1,0,1
124,18-25 ans,"Élèves, étudiants",Homme,83,24,54,15,2,1,2,2,2,2,3,2,2,3,2,0,1,3,2,1,0,1,2,1,1,1,2,2,2,3,1,2,3,2,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,-1,0,-1,1,1,0,-1,-1,1,-1,-1,1
125,18-25 ans,"Élèves, étudiants",Femme,65,16,47,21,2,1,3,2,3,2,2,3,3,1,1,1,1,2,1,2,0,3,1,3,3,1,2,3,2,1,3,1,1,2,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,0,-1,1,-1,0,1,1,-1,1,-1
126,18-25 ans,"Élèves, étudiants",Femme,149,113,114,36,1,2,2,2,1,2,2,2,3,3,2,1,2,2,3,2,1,2,1,2,2,2,1,3,2,1,3,3,2,2,1,3,3,3,1,0,-1,0,1,-1,0,1,-1,1,-1,0,1,-1,1,-1,0,1,0,0,-1,0,1,-1,1,0,1,-1,1,0,0,-1,0,1
127,18-25 ans,"Élèves, étudiants",Femme,70,37,58,14,2,1,0,1,1,3,1,1,1,3,1,2,2,1,2,2,2,2,2,2,3,1,3,2,3,1,2,2,2,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,0,-1,1,-1,0,-1,1,-1,0,-1,1,0,-1
128,18-25 ans,"Élèves, étudiants",Femme,115,52,77,31,2,1,1,3,2,2,3,2,1,3,2,0,1,2,1,1,1,2,2,2,3,3,2,2,3,3,2,1,2,1,3,1,2,1,-1,1,0,-1,1,-1,1,-1,0,0,-1,0,0,1,0,0,-1,-1,0,0,1,-1,1,-1,1,-1,-1,1,-1,-1,0,0,-1,0
129,18-25 ans,"Élèves, étudiants",Femme,103,47,65,36,2,1,1,3,2,3,1,3,1,3,2,1,2,2,1,2,2,3,1,3,3,3,3,2,3,2,3,1,1,1,2,2,2,2,1,0,0,-1,0,1,0,-1,0,1,-1,1,-1,0,-1,1,-1,1,0,0,-1,1,-1,0,1,0,1,-1,0,1,0,0,-1,1
130,18-25 ans,"Élèves, étudiants",Femme,112,34,62,38,1,1,2,2,3,2,2,2,3,2,2,1,2,3,1,2,1,3,2,2,3,1,2,1,3,2,3,3,1,2,1,3,1,2,-1,0,1,-1,0,0,1,-1,1,-1,1,0,-1,1,-1,1,0,-1,1,-1,0,0,1,0,-1,0,0,-1,1,-1,0,0,1,-1
131,18-25 ans,"Élèves, étudiants",Autre,1237,39,60,26,1,2,2,1,3,1,0,3,1,3,1,2,3,2,2,1,2,2,1,3,1,2,2,2,1,2,3,3,2,2,2,2,3,1,1,-1,0,1,-1,0,0,1,-1,0,1,-1,1,-1,-1,0,1,1,0,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,0,0,0
132,18-25 ans,"Élèves, étudiants",Femme,115,36,56,39,2,1,2,3,2,3,1,3,2,3,1,1,2,1,1,2,1,2,1,3,3,1,1,1,2,2,3,1,2,3,2,3,1,3,1,1,-1,1,-1,-1,0,1,-1,1,0,-1,1,-1,1,-1,0,0,1,-1,0,0,-1,1,-1,-1,1,-1,-1,1,1,0,1,-1
133,18-25 ans,"Élèves, étudiants",Femme,207,72,153,25,3,0,1,3,1,3,1,3,1,3,2,2,2,1,2,2,2,2,1,2,3,2,2,2,3,3,3,2,3,1,2,2,3,1,1,0,0,-1,0,1,0,-1,0,1,-1,1,-1,0,-1,1,-1,1,0,-1,1,-1,-1,1,-1,1,1,0,-1,0,-1,1,0,1
134,18-25 ans,"Élèves, étudiants",Femme,83,66,41,41,2,1,2,2,2,3,2,3,1,3,2,1,1,1,2,1,2,2,2,2,2,3,3,1,2,3,3,1,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,-1,0,1,-1,0,1,0,1,-1,1,-1,0
135,18-25 ans,"Élèves, étudiants",Homme,105,105,24,27,2,1,1,2,1,3,1,2,2,3,1,2,1,2,1,2,2,2,2,3,2,1,3,3,2,3,1,3,3,2,2,1,2,1,1,1,-1,-1,1,0,-1,-1,1,1,-1,1,-1,0,0,-1,1,0,1,-1,1,-1,1,-1,1,-1,1,0,0,1,0,0,0,0
136,18-25 ans,"Élèves, étudiants",Homme,92,29,63,15,3,0,1,3,1,2,1,3,1,3,2,1,2,1,2,1,2,3,2,2,2,2,3,1,2,1,2,1,3,1,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,-1,1,0,0,-1,1,0,-1,1,-1,1,0,0,0
137,56-65 ans,Sans activité professionnelle,Homme,151,82,167,61,3,2,2,1,1,3,0,2,1,1,1,2,2,2,2,3,1,3,2,3,2,2,2,1,2,3,2,1,2,1,3,2,3,3,-1,1,1,-1,-1,0,0,-1,1,-1,1,-1,-1,1,-1,0,0,0,1,0,0,-1,0,1,-1,0,1,0,-1,0,1,-1,1,-1
138,56-65 ans,Cadres et professions intellectuelles supérieures,Femme,65,37,58,26,2,1,2,3,2,3,2,3,1,3,1,1,1,3,1,1,2,3,1,3,2,2,3,1,2,2,3,1,1,1,3,2,2,2,-1,0,0,0,0,1,-1,1,-1,-1,0,1,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,0,1,0,0,0,0,0,0
139,18-25 ans,"Élèves, étudiants",Femme,99,43,53,27,3,0,1,3,2,1,3,1,2,3,2,1,2,1,1,2,1,3,1,1,3,1,2,1,3,2,3,3,2,2,2,3,2,2,1,0,-1,0,-1,1,0,1,-1,1,-1,0,1,-1,-1,1,-1,1,-1,-1,1,0,-1,-1,1,0,1,1,-1,1,-1,1,-1,1
140,18-25 ans,"Élèves, étudiants",Femme,79,35,84,37,2,1,1,3,1,3,2,3,1,3,2,2,1,2,2,1,2,1,1,3,3,1,3,1,2,2,2,1,2,1,3,2,3,2,1,0,0,0,-1,1,-1,1,0,1,0,0,0,0,-1,0,1,1,0,0,0,0,-1,1,0,0,1,0,-1,1,0,0,0,0
141,18-25 ans,"Élèves, étudiants",Femme,114,38,60,40,2,1,1,3,1,3,2,3,1,3,2,2,1,2,2,1,2,1,2,1,2,2,3,3,2,2,3,1,2,1,3,1,2,1,1,-1,0,1,-1,-1,1,-1,0,-1,1,-1,0,-1,1,1,-1,1,0,0,0,-1,1,-1,1,-1,1,0,0,1,0,-1,0,0
142,18-25 ans,"Élèves, étudiants",Femme,132,256,42,39,3,0,2,3,1,3,2,3,1,3,1,2,1,2,2,1,2,1,2,3,3,1,3,1,3,2,3,1,3,2,3,2,3,2,0,0,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,0,1,-1,0,0,-1,0,1,-1,-1,1,0,0,-1,0,1,-1,1,-1,1
143,18-25 ans,"Élèves, étudiants",Femme,123,40,130,25,2,1,2,3,1,3,2,3,2,3,1,2,1,1,2,1,1,2,1,1,3,3,2,2,3,3,3,3,2,1,1,1,2,1,-1,0,0,1,0,-1,1,0,0,-1,1,-1,1,0,1,0,0,0,0,-1,0,1,1,-1,1,-1,0,-1,1,0,-1,1,-1,1
144,56-65 ans,Professions intermédiaires,Femme,285,192,119,22,3,0,2,3,1,3,2,3,1,3,1,2,1,2,2,1,2,2,1,1,2,2,2,2,3,2,3,3,2,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,56-65 ans,Cadres et professions intellectuelles supérieures,Femme,198,62,125,62,3,1,2,3,2,2,2,1,2,2,1,2,3,1,1,2,3,3,2,1,3,1,3,2,3,1,3,2,3,1,1,2,2,2,1,0,-1,0,0,1,0,-1,0,1,-1,1,-1,-1,0,1,-1,1,-1,1,0,0,-1,1,-1,0,-1,1,-1,1,-1,0,1,-1
146,66-75 ans,Retraités,Femme,91,56,66,36,0,2,2,1,1,3,2,2,2,2,3,2,2,2,2,1,0,2,2,2,2,2,3,1,2,3,2,1,3,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,36-45 ans,Professions intermédiaires,Homme,218,46,121,26,1,2,2,3,1,3,2,3,1,3,1,2,1,2,2,1,2,3,2,1,3,1,2,3,3,2,3,2,1,2,1,3,2,1,0,1,0,0,0,-1,0,1,0,1,0,-1,1,1,0,-1,1,1,-1,0,1,0,-1,1,-1,1,0,1,-1,-1,-1,1,0,-1
148,18-25 ans,"Élèves, étudiants",Homme,83,28,47,32,2,2,2,3,3,3,2,2,2,2,1,0,2,2,0,1,2,3,1,3,2,3,2,2,3,2,2,3,3,2,2,2,1,2,1,1,-1,0,0,0,1,1,-1,1,-1,0,1,-1,0,1,-1,1,1,-1,1,0,1,0,-1,1,1,-1,1,-1,-1,1,1,-1
149,18-25 ans,"Élèves, étudiants",Femme,225,273,133,96,0,3,2,3,1,3,1,3,1,3,1,2,2,1,2,2,2,2,1,1,3,3,2,1,3,1,3,2,2,3,2,2,1,3,0,1,0,-1,0,1,-1,1,0,1,-1,1,0,1,-1,0,1,1,1,0,-1,0,0,0,0,0,1,-1,0,0,1,-1,0,0
150,plus de 75 ans,Retraités,Femme,151,102,517,127,2,1,2,3,2,3,1,3,2,3,1,1,2,1,1,2,1,1,3,2,3,2,1,2,3,2,3,1,2,2,2,2,1,1,-1,-1,1,-1,-1,1,0,-1,1,-1,1,1,-1,0,-1,1,-1,-1,1,1,-1,1,0,0,0,0,0,-1,1,0,1,-1,0,0
151,46-55 ans,Cadres et professions intellectuelles supérieures,Homme,88,46,40,30,1,3,1,3,2,3,2,2,1,2,2,1,2,2,1,1,3,2,3,3,3,2,3,1,3,1,3,2,1,2,1,2,2,3,-1,0,0,1,0,-1,1,-1,-1,-1,1,-1,0,0,1,0,-1,-1,0,1,0,-1,0,1,0,-1,-1,1,-1,1,1,-1,1,-1
152,56-65 ans,Retraités,Femme,115,358,197,70,1,2,1,2,1,3,1,2,3,3,1,2,1,3,1,2,1,2,1,3,3,2,3,3,3,1,3,2,1,2,2,2,1,3,0,-1,0,0,0,1,0,0,-1,-1,0,1,0,-1,0,1,-1,0,0,-1,1,0,0,-1,1,0,0,0,0,1,-1,1,-1,1
153,18-25 ans,Employés,Femme,71,37,55,19,2,2,1,2,1,2,3,2,2,2,1,3,1,1,1,1,2,1,1,2,3,2,3,2,3,2,2,3,3,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,0,1,-1,1,-1,0,1,-1,0,-1,1,-1
154,56-65 ans,Professions intermédiaires,Homme,38,129,61,49,1,2,1,2,3,3,1,2,1,3,1,0,3,3,1,2,3,2,2,2,3,2,3,2,3,1,2,1,3,1,2,1,2,3,0,-1,0,1,-1,1,0,-1,0,-1,1,0,-1,-1,0,1,-1,-1,0,1,-1,0,1,-1,1,-1,-1,0,1,-1,1,-1,0,0
155,18-25 ans,"Élèves, étudiants",Femme,123,57,79,26,2,1,1,3,1,3,2,3,1,3,2,2,1,2,2,1,2,2,2,3,2,1,1,2,2,2,2,2,1,3,2,3,3,3,-1,0,1,-1,1,-1,1,-1,1,-1,0,0,0,1,0,0,0,-1,1,0,-1,1,-1,1,0,1,-1,-1,0,1,1,1,-1,1
156,66-75 ans,Retraités,Femme,273,263,217,64,1,2,2,3,2,2,2,1,2,3,1,2,1,2,1,2,1,1,1,2,3,1,2,2,3,2,2,1,3,2,1,2,1,1,0,1,-1,1,-1,0,1,0,0,1,0,-1,1,0,0,1,0,0,0,-1,1,0,0,-1,1,-1,0,0,0,0,-1,1,-1,0
157,66-75 ans,Retraités,Femme,76,24,51,25,2,1,2,3,2,3,1,3,2,3,1,1,2,1,1,2,1,2,2,1,3,2,2,2,2,1,3,3,2,2,3,2,3,2,0,-1,0,1,0,-1,0,1,0,-1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,1,-1,1,-1,0,0,0,1,0,0,0
158,46-55 ans,Cadres et professions intellectuelles supérieures,Femme,86,46,81,45,2,0,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,3,2,3,2,3,2,2,3,2,2,1,3,3,1,2,1,-1,0,1,-1,1,-1,1,-1,1,-1,0,0,0,1,0,0,0,0,0,-1,1,-1,0,1,0,-1,0,0,-1,1,-1,0,1,-1
159,36-45 ans,Employés,Femme,72,41,65,28,1,2,1,2,1,3,2,3,2,3,1,2,1,3,1,1,1,3,1,3,3,2,2,2,3,1,3,1,2,1,3,2,1,2,1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,0,0,0,1,0,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,1,-1,1
160,46-55 ans,"Artisans, commerçants, chefs d'entreprise",Homme,178,40,83,29,3,1,3,3,2,2,1,2,2,2,0,2,1,2,1,1,2,2,2,2,3,2,2,3,3,3,3,1,2,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,1,-1,0,1,0,-1,0,0,0,1,-1
161,36-45 ans,Employés,Femme,206,54,94,18,1,1,3,2,1,2,3,2,3,2,1,1,1,2,1,1,1,3,1,3,2,2,2,2,3,2,3,1,2,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,-1,-1,0,1,1,0,0,-1,1,0,1,-1,1
162,56-65 ans,Cadres et professions intellectuelles supérieures,Homme,85,16,51,15,1,1,1,3,2,1,1,1,2,2,2,3,2,2,1,2,3,1,3,3,2,2,2,2,1,2,3,2,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,56-65 ans,Sans activité professionnelle,Femme,152,76,141,28,1,2,1,1,3,2,1,3,1,3,0,1,2,3,2,1,2,2,1,2,3,1,2,3,2,2,2,3,2,1,2,2,2,3,0,-1,0,0,1,0,0,-1,0,-1,0,1,-1,-1,1,0,-1,0,0,0,1,-1,1,-1,0,1,0,1,0,-1,0,0,0,1
164,18-25 ans,"Élèves, étudiants",Femme,45,27,36,33,1,2,0,1,1,1,2,2,1,3,1,2,2,2,2,3,1,3,2,1,3,2,2,2,3,2,3,3,2,2,1,3,2,2,-1,1,0,-1,1,0,-1,0,0,1,-1,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,-1,1,0,0,0,-1,-1,0,0,1
165,18-25 ans,Cadres et professions intellectuelles supérieures,Femme,47,26,59,18,3,2,2,1,2,1,3,2,1,1,1,1,1,2,1,2,1,2,1,3,3,2,2,2,2,1,3,2,3,2,2,1,2,3,-1,1,1,-1,1,-1,1,-1,1,-1,0,-1,0,1,0,1,-1,-1,0,1,-1,1,1,-1,-1,1,-1,0,1,-1,1,-1,-1,0
166,18-25 ans,"Élèves, étudiants",Homme,99,161,59,19,2,1,2,3,1,3,2,3,2,3,1,2,1,1,2,1,1,2,2,1,3,2,3,3,2,2,3,3,2,1,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,-1,1,-1,1,-1,0,0,0,0,1,1,-1
167,18-25 ans,"Élèves, étudiants",Femme,58,35,92,25,2,1,2,2,2,2,1,2,2,3,2,2,1,3,2,3,2,2,1,3,2,2,2,1,3,2,3,1,3,2,3,3,3,2,0,1,0,-1,-1,1,0,0,-1,1,-1,1,0,1,-1,1,-1,1,1,-1,1,1,-1,0,1,-1,1,-1,0,1,-1,1,-1,0
168,18-25 ans,"Élèves, étudiants",Femme,96,28,59,34,1,1,2,3,1,3,2,2,1,2,1,2,0,1,2,1,1,2,2,3,2,3,3,2,2,2,3,3,1,3,1,2,1,1,0,-1,1,-1,1,1,-1,1,-1,-1,-1,1,0,-1,-1,0,0,-1,0,1,0,-1,1,-1,1,-1,-1,1,0,1,1,-1,1,1
169,moins de 18 ans,"Élèves, étudiants",Homme,122,57,135,45,2,1,1,3,2,3,2,3,2,3,2,1,1,0,1,1,1,1,2,2,3,2,2,2,2,3,2,1,3,2,2,2,1,3,0,-1,1,-1,1,-1,1,0,-1,-1,0,0,1,0,1,-1,-1,-1,1,-1,0,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,1
170,18-25 ans,"Élèves, étudiants",Femme,140,162,54,58,2,1,2,2,3,3,2,3,2,3,2,0,1,3,1,1,1,3,1,3,2,1,1,3,1,2,3,2,1,2,2,3,2,2,-1,0,0,1,-1,1,-1,0,0,-1,1,0,-1,0,0,0,0,-1,1,-1,-1,1,1,1,-1,-1,1,-1,1,0,0,0,1,-1
171,18-25 ans,"Élèves, étudiants",Femme,79,17,38,16,2,0,1,3,1,1,1,2,2,2,2,2,1,1,2,2,2,3,2,1,1,3,2,2,2,2,2,1,3,1,2,3,1,2,0,0,0,-1,1,0,0,0,-1,0,-1,1,0,0,0,0,-1,0,-1,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0
172,18-25 ans,"Élèves, étudiants",Femme,82,56,53,16,2,1,2,1,2,1,2,1,1,3,1,1,3,3,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,26-35 ans,"Élèves, étudiants",Femme,162,478,116,58,1,2,1,3,2,3,1,3,2,3,2,1,2,3,1,2,1,1,1,2,2,1,3,1,1,3,2,2,3,1,3,2,3,3,-1,1,0,-1,1,-1,0,1,0,0,-1,0,1,1,0,-1,1,-1,1,1,0,0,-1,-1,1,1,0,1,-1,0,1,0,-1,1
174,46-55 ans,Cadres et professions intellectuelles supérieures,Femme,148,50,87,43,2,3,2,1,1,1,2,1,2,1,3,2,3,1,2,3,1,1,2,1,3,2,2,2,2,1,3,2,2,2,2,3,3,3,-1,0,-1,1,-1,-1,1,1,-1,-1,0,-1,1,-1,1,1,0,0,-1,0,1,1,-1,0,0,0,-1,1,0,0,-1,1,-1,0
175,56-65 ans,Retraités,Femme,147,223,106,52,3,0,1,2,2,2,1,2,2,3,1,2,1,1,2,1,2,2,2,1,3,1,3,2,3,2,3,3,3,2,3,3,2,1,1,0,0,-1,-1,1,-1,0,1,1,-1,-1,-1,0,-1,0,1,0,-1,1,1,0,1,0,0,0,-1,1,1,0,-1,1,1,0
176,18-25 ans,"Élèves, étudiants",Femme,114,20,67,25,3,0,1,3,1,3,1,2,1,3,2,2,1,1,2,2,3,2,2,1,3,2,3,2,3,2,2,2,1,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,0
177,18-25 ans,"Élèves, étudiants",Femme,159,25,73,30,2,1,2,3,1,2,1,2,1,3,1,1,3,1,2,3,3,1,3,1,1,3,2,1,2,1,3,2,2,2,3,3,3,3,1,1,-1,1,0,0,0,0,0,1,-1,0,0,-1,1,0,0,0,0,-1,0,1,0,0,0,1,0,-1,1,0,-1,1,0,1
178,18-25 ans,"Élèves, étudiants",Femme,151,37,66,28,3,0,1,2,1,3,1,3,1,3,3,2,2,1,1,2,2,2,2,1,3,2,3,1,3,1,2,2,1,2,2,1,2,2,1,0,-1,-1,1,1,-1,1,-1,1,-1,1,0,-1,0,0,0,1,-1,0,1,-1,0,-1,1,-1,-1,1,-1,1,-1,0,-1,1
179,18-25 ans,"Élèves, étudiants",Femme,95,36,57,49,1,3,3,1,3,1,3,2,1,2,2,2,1,0,2,2,1,1,2,2,3,2,3,1,2,1,2,1,3,2,2,1,2,3,1,-1,1,-1,1,0,-1,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1
180,18-25 ans,"Élèves, étudiants",Femme,116,56,70,22,1,1,3,2,1,3,1,3,1,2,1,2,2,2,1,2,2,2,2,1,3,2,3,1,3,1,2,3,1,2,1,2,2,3,0,0,0,1,-1,1,-1,1,0,0,1,-1,1,0,0,0,1,-1,1,-1,1,1,-1,0,-1,1,-1,0,0,-1,0,1,-1,1
181,18-25 ans,"Élèves, étudiants",Homme,97,43,50,43,2,3,2,2,1,3,1,3,1,1,2,2,2,1,3,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,3,3,2,1,0,0,0,-1,1,0,-1,1,1,0,0,-1,0,-1,1,0,1,0,-1,1,0,0,0,0,0,1,0,0,0,-1,1,0,0
182,18-25 ans,Cadres et professions intellectuelles supérieures,Homme,97,38,41,76,3,0,2,2,2,3,2,2,2,3,2,1,2,2,2,1,2,2,2,2,2,2,3,1,2,3,2,2,2,3,2,2,3,2,1,0,-1,1,-1,1,0,1,-1,1,-1,0,1,-1,0,1,-1,1,-1,1,0,-1,-1,0,1,-1,0,1,-1,1,0,-1,-1,0
183,18-25 ans,Employés,Homme,34,38,43,14,1,2,1,3,2,3,1,3,2,3,2,1,2,1,1,2,1,3,2,3,3,3,2,2,2,2,2,2,1,3,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,0,0,0,-1,0,1,1,0,-1,0
