,age,csp,gen,td1,td2,td3,td4,s_p_ms_1,s_p_ms_2,s_p_ms_3,s_p_ms_4,s_p_ms_5,s_p_ms_6,s_p_ms_7,s_p_ms_8,s_p_ms_9,s_p_mm_1,s_p_mm_2,s_p_mm_3,s_p_mm_4,s_p_ss_1,s_p_ss_2,s_p_ss_3,s_p_ss_4,s_v_ms_1,s_v_ms_2,s_v_ms_3,s_v_ms_4,s_v_ms_5,s_v_ms_6,s_v_ms_7,s_v_ms_8,s_v_ms_9,s_v_mm_1,s_v_mm_2,s_v_mm_3,s_v_mm_4,s_v_ss_1,s_v_ss_2,s_v_ss_3,s_v_ss_4,n_p_ms_1,n_p_ms_2,n_p_ms_3,n_p_ms_4,n_p_ms_5,n_p_ms_6,n_p_ms_7,n_p_ms_8,n_p_ms_9,n_p_mm_1,n_p_mm_2,n_p_mm_3,n_p_mm_4,n_p_ss_1,n_p_ss_2,n_p_ss_3,n_p_ss_4,n_v_ms_1,n_v_ms_2,n_v_ms_3,n_v_ms_4,n_v_ms_5,n_v_ms_6,n_v_ms_7,n_v_ms_8,n_v_ms_9,n_v_mm_1,n_v_mm_2,n_v_mm_3,n_v_mm_4,n_v_ss_1,n_v_ss_2,n_v_ss_3,n_v_ss_4
189,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:34.000000000,0 days 00:03:11.000000000,0 days 00:00:47.000000000,0 days 00:00:28.000000000,3,0,2,3,1,3,2,3,1,3,1,2,1,2,2,1,2,1,2,2,1,3,3,1,3,1,3,2,1,3,2,3,3,3,1,0,0,0,-1,1,0,-1,0,1,0,0,-1,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,18-25 ans,Cadres et professions intellectuelles supérieures,Femme,0 days 00:02:11.000000000,0 days 00:01:12.000000000,0 days 00:01:52.000000000,0 days 00:00:25.000000000,2,2,1,2,0,2,2,1,0,2,1,2,1,1,2,2,1,2,1,3,2,3,1,2,2,1,3,3,3,2,3,2,2,2,-1,1,0,0,0,1,-1,0,0,-1,0,1,-1,1,0,1,0,-1,0,1,-1,1,1,-1,0,0,-1,-1,1,-1,1,-1,-1,0
191,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:13.000000000,0 days 00:00:40.000000000,0 days 00:00:42.000000000,0 days 00:00:19.000000000,2,1,1,3,2,2,2,3,2,3,2,2,1,2,1,2,1,2,3,2,3,2,3,2,2,2,3,3,1,1,2,1,2,3,-1,1,0,-1,1,1,-1,0,-1,1,-1,1,-1,1,-1,0,-1,1,-1,1,1,0,-1,0,1,1,-1,1,-1,1,-1,1,-1,1
192,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:21.000000000,0 days 00:00:19.000000000,0 days 00:01:02.000000000,0 days 00:00:28.000000000,1,2,2,2,1,2,1,1,2,3,0,3,2,2,1,1,3,2,1,1,2,2,2,3,2,1,3,3,1,2,2,1,1,1,0,1,-1,1,-1,-1,1,1,-1,1,0,-1,1,1,1,-1,0,1,-1,0,1,-1,1,-1,1,1,0,1,0,-1,-1,-1,-1,1
193,18-25 ans,"Élèves, étudiants",Homme,0 days 00:01:04.000000000,0 days 00:00:44.000000000,0 days 00:00:51.000000000,0 days 00:00:19.000000000,2,1,2,2,2,3,2,3,1,3,0,1,1,3,2,1,2,1,2,3,2,3,1,3,1,3,3,1,2,2,2,1,3,2,-1,1,1,-1,0,0,1,-1,1,0,0,0,-1,1,-1,1,-1,-1,0,1,-1,1,0,-1,1,1,-1,1,1,-1,1,0,-1,1
194,18-25 ans,"Élèves, étudiants",Femme,0 days 00:03:04.000000000,0 days 00:00:39.000000000,0 days 00:01:37.000000000,0 days 00:00:21.000000000,1,2,2,3,1,3,1,3,2,3,1,2,2,0,2,2,1,2,2,2,3,1,2,3,3,3,3,2,1,1,2,3,2,2,0,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0,1,0,0,-1,-1,1,0,1,0,-1,-1,1,-1,0
195,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:08.000000000,0 days 00:00:34.000000000,0 days 00:01:05.000000000,0 days 00:00:11.000000000,3,0,1,2,2,2,1,2,2,3,1,2,1,1,2,1,2,3,2,3,2,2,2,3,3,3,2,2,2,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:08.000000000,0 days 00:02:15.000000000,0 days 00:00:28.000000000,0 days 00:00:27.000000000,3,1,1,3,2,3,1,3,2,2,2,1,2,2,1,2,1,2,1,3,3,1,1,2,2,2,3,2,1,3,2,2,1,2,1,0,-1,0,-1,1,-1,0,0,1,-1,1,-1,-1,-1,1,0,1,-1,-1,0,0,1,-1,-1,1,1,-1,1,-1,-1,0,0,0
197,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:56.000000000,0 days 00:00:26.000000000,0 days 00:00:59.000000000,0 days 00:00:28.000000000,1,2,2,3,2,2,3,3,3,3,1,2,0,2,1,1,0,2,2,3,2,3,2,3,3,2,2,2,1,2,3,2,2,2,1,-1,-1,1,-1,-1,1,-1,1,0,1,-1,0,-1,1,0,0,1,1,-1,0,1,-1,-1,1,-1,1,-1,1,1,-1,1,-1,-1
198,18-25 ans,"Élèves, étudiants",Femme,0 days 00:00:30.000000000,0 days 00:00:56.000000000,0 days 00:01:19.000000000,0 days 00:00:36.000000000,2,1,1,3,1,3,0,3,1,3,2,2,3,2,2,3,2,2,2,2,3,1,3,3,3,3,3,2,3,1,2,2,2,1,-1,1,0,0,1,-1,0,1,0,0,0,-1,1,1,1,-1,1,0,0,0,-1,-1,0,1,1,0,0,-1,-1,1,0,-1,1,1
199,26-35 ans,"Élèves, étudiants",Homme,0 days 00:04:34.000000000,0 days 00:01:00.000000000,0 days 00:01:44.000000000,0 days 00:00:47.000000000,1,2,1,3,2,3,2,3,1,3,2,1,1,1,1,1,2,1,3,3,3,3,2,2,3,2,3,1,2,1,1,2,2,1,0,0,0,0,0,-1,1,-1,0,0,0,-1,0,0,0,0,-1,0,-1,0,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,1,-1,0
200,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:27.000000000,0 days 00:00:36.000000000,0 days 00:01:50.000000000,0 days 00:00:27.000000000,2,1,2,3,2,3,2,3,1,3,1,1,1,1,1,1,2,1,2,3,2,3,3,3,3,1,3,1,1,1,2,1,2,2,1,1,-1,1,0,-1,0,1,-1,1,0,-1,1,0,1,-1,-1,0,0,-1,1,-1,1,0,-1,1,0,0,0,-1,-1,0,1,0
201,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:28.000000000,0 days 00:00:40.000000000,0 days 00:01:04.000000000,0 days 00:00:29.000000000,3,1,1,3,2,3,1,1,2,2,2,1,2,2,1,2,3,1,1,3,2,3,3,2,2,2,2,2,1,2,2,1,3,2,1,-1,1,-1,1,-1,0,-1,1,0,0,0,-1,0,0,-1,1,1,0,-1,-1,-1,1,0,0,-1,1,-1,1,0,-1,-1,1,-1
202,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:53.000000000,0 days 00:00:39.000000000,0 days 00:00:46.000000000,0 days 00:00:23.000000000,3,1,1,3,2,3,1,3,2,2,2,1,2,2,1,2,1,2,3,1,3,1,3,2,3,1,2,3,3,1,3,2,3,2,1,0,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,0,0,0,1,0,-1,0,1,0,-1,1,-1,1,-1,1,0,-1,1,-1,0
203,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:46.000000000,0 days 00:00:58.000000000,0 days 00:01:54.000000000,0 days 00:00:29.000000000,2,1,2,3,2,3,1,3,2,3,1,1,2,1,1,2,1,2,2,2,1,3,3,2,3,1,3,2,2,1,2,3,2,2,0,1,0,-1,1,-1,1,1,-1,1,-1,0,1,1,1,-1,0,0,1,-1,0,0,0,1,-1,1,1,-1,0,-1,0,0,1,-1
204,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:00.000000000,0 days 00:00:48.000000000,0 days 00:01:40.000000000,0 days 00:00:45.000000000,1,2,1,3,2,1,0,3,1,3,2,1,3,1,1,1,2,1,1,1,2,3,2,2,2,2,2,2,2,1,2,2,1,2,1,1,-1,-1,0,1,0,-1,1,1,-1,1,-1,1,-1,1,0,1,0,-1,0,0,1,-1,1,0,1,-1,1,0,-1,0,0,1
205,18-25 ans,"Élèves, étudiants",Homme,0 days 00:01:27.000000000,0 days 00:00:37.000000000,0 days 00:01:13.000000000,0 days 00:00:20.000000000,1,1,1,2,2,3,3,3,2,2,3,1,0,2,2,0,1,1,1,3,1,3,3,2,2,1,2,2,1,2,2,2,1,2,0,-1,1,0,-1,1,-1,1,-1,-1,1,0,0,0,-1,0,0,-1,1,-1,0,1,-1,1,0,-1,0,-1,0,1,1,1,0,-1
206,18-25 ans,"Élèves, étudiants",Homme,0 days 00:02:52.000000000,0 days 00:00:19.000000000,0 days 00:00:47.000000000,0 days 00:00:19.000000000,2,1,1,3,2,3,2,3,2,3,2,1,1,2,1,1,1,2,1,2,2,3,2,1,2,1,1,2,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:46.000000000,0 days 00:01:31.000000000,0 days 00:01:08.000000000,0 days 00:01:11.000000000,3,1,1,3,1,2,3,2,1,2,2,1,1,2,2,1,1,2,2,3,1,2,3,3,1,3,2,3,2,2,2,1,1,3,1,0,-1,0,0,1,-1,0,0,1,-1,1,-1,-1,0,-1,0,0,0,-1,1,0,-1,0,1,0,0,0,-1,1,-1,1,-1,1
208,18-25 ans,"Élèves, étudiants",Homme,0 days 00:03:42.000000000,0 days 00:00:29.000000000,0 days 00:25:09.000000000,0 days 00:00:26.000000000,1,2,1,2,1,3,2,3,2,3,1,2,1,1,1,1,1,2,1,3,3,3,1,2,2,3,1,2,2,1,3,2,2,1,0,0,1,-1,1,-1,0,0,0,0,0,0,0,1,0,-1,0,1,0,0,-1,1,-1,1,-1,1,1,-1,0,0,0,0,0,0
209,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:02.000000000,0 days 00:00:37.000000000,0 days 00:01:18.000000000,0 days 00:00:21.000000000,1,1,2,3,1,1,1,3,2,2,1,2,2,1,2,2,1,2,3,3,2,1,2,1,2,2,1,1,2,2,2,3,3,3,-1,1,-1,1,0,0,-1,1,-1,0,0,0,0,0,1,-1,0,1,-1,-1,1,1,-1,-1,1,1,0,0,0,0,-1,1,-1,1
210,18-25 ans,"Élèves, étudiants",Femme,0 days 00:00:27.000000000,0 days 00:00:15.000000000,0 days 00:00:25.000000000,0 days 00:00:16.000000000,2,1,3,2,3,2,2,2,1,1,1,1,2,2,1,0,1,2,1,3,1,2,1,3,2,3,2,3,1,2,2,3,2,1,-1,1,-1,-1,1,1,-1,-1,0,0,-1,1,-1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:01.000000000,0 days 00:00:48.000000000,0 days 00:01:41.000000000,0 days 00:00:35.000000000,2,1,1,2,2,3,2,2,2,3,1,1,0,2,0,1,2,1,2,2,3,2,3,2,3,2,3,2,2,2,3,1,1,2,1,-1,1,0,0,0,0,0,0,-1,1,0,0,-1,0,0,0,0,0,-1,1,0,-1,1,0,-1,0,0,-1,1,-1,1,0,-1
212,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:18.000000000,0 days 00:00:40.000000000,0 days 00:00:55.000000000,0 days 00:00:21.000000000,1,3,1,1,2,2,3,2,2,2,2,2,1,2,3,1,2,2,1,3,3,2,3,3,3,2,3,2,1,1,3,2,1,2,0,-1,0,1,0,-1,1,-1,0,-1,1,-1,0,-1,1,0,-1,-1,0,1,0,0,1,-1,1,-1,-1,1,1,0,1,0,0,-1
213,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:37.000000000,0 days 00:00:57.000000000,0 days 00:01:30.000000000,0 days 00:00:37.000000000,1,1,1,3,2,3,2,2,1,2,2,1,2,2,1,1,1,2,2,2,3,2,3,3,3,3,2,2,2,2,3,1,2,1,0,-1,0,1,-1,1,1,-1,0,-1,1,-1,-1,-1,0,1,-1,0,-1,-1,1,-1,1,-1,-1,1,-1,0,1,-1,-1,1,1,0
214,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:14.000000000,0 days 00:00:37.000000000,0 days 00:00:49.000000000,0 days 00:00:24.000000000,3,2,3,2,2,3,2,2,1,1,1,1,2,1,2,1,3,2,2,3,3,2,3,2,2,1,2,1,3,2,2,2,1,3,-1,0,1,-1,0,1,-1,1,0,-1,0,1,0,1,-1,0,1,-1,0,1,-1,-1,1,1,-1,-1,-1,1,0,0,1,-1,1,-1
215,18-25 ans,"Élèves, étudiants",Femme,0 days 00:03:33.000000000,0 days 00:00:36.000000000,0 days 00:04:03.000000000,0 days 00:00:47.000000000,2,1,1,3,1,3,2,2,3,3,2,2,2,2,2,1,1,3,1,3,2,2,2,3,2,3,3,2,2,1,2,1,2,3,1,0,-1,0,0,1,-1,1,-1,1,-1,1,0,-1,0,0,0,1,-1,0,0,-1,1,-1,1,-1,0,0,1,0,-1,-1,1,0
216,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:12.000000000,0 days 00:00:42.000000000,0 days 00:01:02.000000000,0 days 00:00:26.000000000,1,2,2,1,3,1,2,3,1,3,1,2,1,2,2,1,2,2,2,1,3,2,2,3,2,3,2,2,1,2,2,3,2,3,0,1,1,-1,0,-1,0,1,1,1,0,-1,1,1,-1,-1,1,-1,1,1,-1,0,1,-1,-1,1,0,0,1,-1,1,-1,1,1
217,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:15.000000000,0 days 00:00:25.000000000,0 days 00:01:35.000000000,0 days 00:00:23.000000000,2,1,2,2,1,3,3,2,1,1,2,2,1,1,1,0,1,3,2,2,3,3,2,2,2,1,2,2,2,3,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,18-25 ans,"Élèves, étudiants",Femme,0 days 00:04:40.000000000,0 days 00:00:37.000000000,0 days 00:00:59.000000000,0 days 00:00:34.000000000,3,0,1,3,2,3,1,3,2,3,2,1,2,1,1,2,1,3,2,1,3,1,3,3,2,2,3,2,3,1,1,3,2,2,1,0,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,0,0,0,1,1,0,-1,-1,1,-1,0,0,1,-1,1,-1,1,-1,1,0
219,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:51.000000000,0 days 00:00:40.000000000,0 days 00:01:29.000000000,0 days 00:00:29.000000000,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,0,3,1,3,1,2,3,3,2,3,2,2,2,2,2,1,2,3,0,-1,1,0,1,-1,0,0,0,-1,1,-1,0,0,1,-1,0,0,1,-1,1,-1,0,0,1,0,1,0,-1,1,0,0,0,1
220,18-25 ans,"Élèves, étudiants",Femme,0 days 00:00:50.000000000,0 days 00:00:18.000000000,0 days 00:01:10.000000000,0 days 00:00:26.000000000,2,0,2,3,2,2,2,3,1,2,1,2,1,2,1,2,2,1,3,1,3,2,3,1,2,3,2,3,1,2,2,3,3,2,0,0,-1,1,-1,0,1,-1,0,0,0,-1,0,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:47.000000000,0 days 00:00:43.000000000,0 days 00:00:54.000000000,0 days 00:00:36.000000000,3,0,1,3,2,3,1,3,2,3,2,1,2,1,1,2,1,2,2,3,2,1,2,2,3,3,3,2,2,1,1,3,3,2,0,0,1,-1,1,-1,0,0,0,0,-1,1,0,1,0,-1,0,0,1,0,-1,1,-1,1,-1,1,1,-1,-1,0,1,0,-1,1
222,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:59.000000000,0 days 00:00:30.000000000,0 days 00:01:07.000000000,0 days 00:00:36.000000000,2,2,1,3,1,2,3,1,2,2,2,1,2,3,2,1,1,2,2,2,3,3,3,2,2,3,3,1,1,3,1,2,2,2,0,1,0,-1,0,0,1,0,0,1,-1,0,1,1,-1,1,0,-1,0,1,-1,1,-1,-1,-1,1,-1,0,1,-1,1,1,-1,1
223,18-25 ans,"Élèves, étudiants",Homme,0 days 00:01:02.000000000,0 days 00:00:27.000000000,0 days 00:00:58.000000000,0 days 00:00:21.000000000,2,1,1,2,1,3,1,2,2,3,1,2,1,2,1,2,2,2,2,2,2,2,1,3,2,1,2,3,2,3,2,1,2,1,1,0,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,-1,1,-1,1,0,-1,1,-1,1,-1,1,0,1,0,0,0,-1,0,0,1
224,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:30.000000000,0 days 00:00:35.000000000,0 days 00:00:51.000000000,0 days 00:00:26.000000000,1,2,2,1,0,2,1,2,1,1,1,2,1,2,1,1,1,3,2,1,1,2,1,1,2,2,1,2,2,3,1,3,2,1,-1,1,1,0,0,0,0,-1,0,0,1,0,-1,1,0,0,-1,-1,1,0,0,0,0,-1,0,0,0,0,0,-1,1,0,-1,0
225,18-25 ans,"Élèves, étudiants",Homme,0 days 00:01:17.000000000,0 days 00:00:33.000000000,0 days 00:00:49.000000000,0 days 00:00:21.000000000,2,1,1,3,2,3,1,3,3,3,2,1,2,2,1,2,0,2,1,3,2,1,2,3,2,2,2,2,2,3,3,1,2,3,1,0,-1,0,0,0,-1,1,-1,1,-1,0,1,-1,0,-1,0,-1,1,1,-1,1,-1,1,0,0,0,0,-1,1,1,0,-1,0
226,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:00.000000000,0 days 00:00:40.000000000,0 days 00:01:06.000000000,0 days 00:00:32.000000000,2,1,1,3,1,3,0,3,1,3,2,2,3,2,2,3,2,2,1,2,1,2,2,3,2,2,3,1,3,2,3,2,1,3,-1,-1,1,-1,-1,1,0,-1,1,-1,1,1,-1,1,-1,1,0,-1,0,0,0,1,-1,1,-1,1,-1,0,-1,1,0,1,-1,0
227,18-25 ans,"Élèves, étudiants",Homme,0 days 00:01:08.000000000,0 days 00:00:18.000000000,0 days 00:00:34.000000000,0 days 00:00:10.000000000,1,3,2,2,1,2,2,2,1,2,2,1,2,1,1,2,1,1,3,3,3,1,2,3,3,2,2,1,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,46-55 ans,Retraités,Homme,0 days 00:02:24.000000000,0 days 00:01:07.000000000,0 days 00:01:52.000000000,0 days 00:00:36.000000000,1,1,1,2,2,2,1,2,0,2,1,2,1,0,2,1,2,2,2,2,2,1,3,1,2,1,3,3,2,2,2,2,3,1,-1,-1,1,0,1,-1,1,0,0,-1,1,-1,1,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,-1,0,0
229,18-25 ans,"Élèves, étudiants",Femme,0 days 00:00:55.000000000,0 days 00:00:25.000000000,0 days 00:01:24.000000000,0 days 00:00:19.000000000,2,1,1,3,1,3,1,3,2,3,2,2,2,2,2,2,1,2,1,3,2,1,3,2,3,3,2,2,3,3,2,3,2,1,-1,0,0,1,-1,1,-1,-1,0,-1,1,1,-1,0,0,1,-1,-1,1,-1,0,0,1,-1,0,1,1,-1,1,-1,0,0,0,1
230,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:18.000000000,0 days 00:00:28.000000000,0 days 00:01:36.000000000,0 days 00:00:27.000000000,3,0,2,3,1,3,2,3,1,3,1,2,1,2,2,1,2,1,1,3,3,2,3,3,3,2,2,2,1,2,3,2,2,2,1,0,1,-1,-1,1,-1,0,-1,1,0,1,-1,1,-1,1,-1,0,-1,1,-1,-1,1,0,-1,1,-1,0,1,-1,0,-1,1,-1
231,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:35.000000000,0 days 00:00:42.000000000,0 days 00:01:23.000000000,0 days 00:00:40.000000000,1,2,1,3,1,2,3,1,1,3,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,3,2,1,2,2,3,0,-1,-1,1,0,0,-1,1,0,-1,1,0,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,0,1,-1,1,0,-1,1,0,1,-1,1
232,18-25 ans,"Élèves, étudiants",Femme,0 days 00:03:02.000000000,0 days 00:00:51.000000000,0 days 00:02:03.000000000,0 days 00:00:47.000000000,1,2,2,3,2,3,1,2,3,3,1,1,1,2,1,2,1,3,2,1,3,3,3,3,2,2,3,3,1,2,2,1,2,3,0,1,-1,0,0,1,0,-1,1,1,-1,1,-1,0,0,1,0,0,-1,0,1,0,-1,1,0,0,-1,1,-1,1,-1,1,0,0
233,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:34.000000000,0 days 00:01:02.000000000,0 days 00:01:30.000000000,0 days 00:00:44.000000000,2,1,1,2,3,2,0,3,1,3,1,1,3,2,1,2,2,2,1,2,1,2,2,3,1,2,3,1,3,2,3,3,2,3,1,1,-1,1,0,-1,0,0,0,1,0,-1,0,-1,1,-1,0,0,-1,1,-1,0,-1,1,-1,-1,-1,1,-1,1,1,-1,1,-1
234,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:09.000000000,0 days 00:00:36.000000000,0 days 00:02:05.000000000,0 days 00:01:11.000000000,3,1,2,2,2,3,2,2,2,2,2,1,2,1,2,1,2,3,1,2,2,1,3,3,3,1,3,2,3,2,2,2,2,3,1,-1,0,0,-1,1,-1,0,0,1,0,1,-1,-1,-1,1,0,0,1,-1,1,-1,1,1,-1,1,1,-1,-1,-1,0,-1,1,-1
235,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:11.000000000,0 days 00:00:53.000000000,0 days 00:01:13.000000000,0 days 00:00:25.000000000,1,2,1,3,2,3,2,2,3,3,2,1,2,3,1,1,1,1,1,3,3,3,3,2,2,1,2,2,1,2,3,1,2,1,-1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,1,-1,-1,1,-1,-1,0,1,-1,0,1,-1,1,-1,1,-1,1
236,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:36.000000000,0 days 00:00:47.000000000,0 days 00:02:29.000000000,0 days 00:00:27.000000000,2,1,2,3,1,3,1,2,1,3,1,2,1,1,2,2,3,3,1,2,3,1,1,2,3,1,2,3,2,2,3,2,1,3,-1,1,-1,1,-1,0,0,1,-1,0,1,-1,1,0,1,0,0,1,-1,-1,-1,1,1,-1,-1,0,1,-1,1,-1,-1,0,1,-1
237,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:37.000000000,0 days 00:00:37.000000000,0 days 00:01:14.000000000,0 days 00:00:26.000000000,2,1,2,2,1,3,1,2,1,3,2,2,1,1,1,2,1,2,2,1,2,2,2,2,3,2,3,2,2,1,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,-1,1,-1,1,0,0,-1,1,-1
238,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:23.000000000,0 days 00:00:32.000000000,0 days 00:01:56.000000000,0 days 00:00:39.000000000,2,1,1,3,1,3,1,3,0,3,2,2,2,2,2,2,3,3,1,2,2,3,2,2,3,2,3,2,2,1,1,2,3,2,0,1,0,-1,1,-1,0,1,0,1,-1,0,1,1,0,-1,1,-1,0,0,0,0,0,1,-1,0,-1,0,0,0,0,0,1,-1
239,18-25 ans,"Élèves, étudiants",Femme,0 days 00:00:57.000000000,0 days 00:01:09.000000000,0 days 00:00:50.000000000,0 days 00:00:26.000000000,1,2,2,3,1,3,1,3,2,3,1,2,2,2,2,2,1,3,2,2,2,2,2,1,1,2,2,1,2,2,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,-1,1,0,0,0,1
240,18-25 ans,"Élèves, étudiants",Homme,0 days 00:01:36.000000000,0 days 00:00:36.000000000,0 days 00:01:37.000000000,0 days 00:00:47.000000000,1,2,1,3,2,3,1,3,0,3,2,1,2,1,1,2,3,1,2,2,3,1,2,3,3,1,2,2,2,1,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,-1,0,0,0,-1
241,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:52.000000000,0 days 00:00:50.000000000,0 days 00:01:36.000000000,0 days 00:00:33.000000000,2,1,1,3,0,3,1,3,1,3,2,3,2,2,3,2,2,2,1,1,3,2,3,2,3,1,3,2,3,2,2,2,2,2,1,-1,-1,1,0,-1,1,-1,0,0,0,-1,0,-1,1,1,-1,1,0,-1,-1,1,-1,1,-1,-1,1,-1,0,1,-1,0,1,-1
242,18-25 ans,"Élèves, étudiants",Femme,0 days 00:03:52.000000000,0 days 00:02:56.000000000,0 days 00:00:51.000000000,0 days 00:00:34.000000000,1,3,1,1,2,3,0,2,1,2,2,1,2,2,1,3,3,3,1,3,2,2,3,2,3,1,3,1,2,1,2,2,1,2,0,0,0,0,0,1,0,-1,0,0,0,1,-1,0,0,1,-1,1,0,-1,1,0,0,0,1,0,1,-1,0,1,-1,1,0,1
243,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:09.000000000,0 days 00:00:24.000000000,0 days 00:01:13.000000000,0 days 00:00:14.000000000,2,1,1,3,1,3,2,3,1,3,2,2,1,2,2,1,2,3,2,3,3,1,2,2,2,2,2,1,2,2,2,3,2,2,1,0,0,-1,0,1,0,-1,0,1,-1,1,-1,0,-1,1,-1,1,-1,1,-1,-1,1,0,-1,-1,1,0,1,-1,0,-1,1,-1
244,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:07.000000000,0 days 00:00:43.000000000,0 days 00:01:22.000000000,0 days 00:00:31.000000000,2,1,2,2,1,2,3,2,1,3,2,3,1,1,1,1,1,2,1,2,1,1,3,3,1,3,2,2,3,2,1,2,1,3,0,-1,1,-1,0,1,-1,1,-1,-1,0,1,0,0,-1,0,0,-1,1,0,-1,0,0,1,0,-1,1,-1,0,1,1,-1,1,-1
245,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:01.000000000,0 days 00:00:31.000000000,0 days 00:01:28.000000000,0 days 00:00:32.000000000,1,2,1,3,1,2,1,2,1,3,2,1,3,1,2,3,3,1,2,2,3,1,2,2,3,3,3,2,1,1,2,2,3,1,0,-1,0,1,-1,1,1,-1,0,-1,1,0,-1,-1,0,1,-1,0,1,-1,0,1,0,-1,1,-1,1,-1,1,0,0,1,-1,-1
246,18-25 ans,"Élèves, étudiants",Femme,0 days 00:00:59.000000000,0 days 00:00:34.000000000,0 days 00:01:09.000000000,0 days 00:00:31.000000000,2,1,2,2,2,2,1,2,2,3,2,2,1,1,2,1,2,2,1,1,3,3,3,2,3,2,3,2,1,2,2,2,2,2,0,1,-1,0,1,1,-1,0,0,1,-1,1,-1,-1,1,-1,0,0,-1,1,-1,-1,1,1,-1,-1,-1,1,0,-1,1,-1,1,-1
247,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:25.000000000,0 days 00:01:01.000000000,0 days 00:01:57.000000000,0 days 00:00:38.000000000,3,0,1,1,1,3,2,1,2,3,2,2,1,1,2,1,1,3,1,2,2,2,2,1,1,3,2,3,2,2,3,2,3,3,-1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,1,0,-1,0,0,0,0,0,0,-1,0,0,1,-1,0,0
