,age,csp,gen,td1,td2,td3,td4,s_p_ms_1,s_p_ms_2,s_p_ms_3,s_p_ms_4,s_p_ms_5,s_p_ms_6,s_p_ms_7,s_p_ms_8,s_p_ms_9,s_p_mm_1,s_p_mm_2,s_p_mm_3,s_p_mm_4,s_p_ss_1,s_p_ss_2,s_p_ss_3,s_p_ss_4,s_v_ms_1,s_v_ms_2,s_v_ms_3,s_v_ms_4,s_v_ms_5,s_v_ms_6,s_v_ms_7,s_v_ms_8,s_v_ms_9,s_v_mm_1,s_v_mm_2,s_v_mm_3,s_v_mm_4,s_v_ss_1,s_v_ss_2,s_v_ss_3,s_v_ss_4,n_p_ms_1,n_p_ms_2,n_p_ms_3,n_p_ms_4,n_p_ms_5,n_p_ms_6,n_p_ms_7,n_p_ms_8,n_p_ms_9,n_p_mm_1,n_p_mm_2,n_p_mm_3,n_p_mm_4,n_p_ss_1,n_p_ss_2,n_p_ss_3,n_p_ss_4,n_v_ms_1,n_v_ms_2,n_v_ms_3,n_v_ms_4,n_v_ms_5,n_v_ms_6,n_v_ms_7,n_v_ms_8,n_v_ms_9,n_v_mm_1,n_v_mm_2,n_v_mm_3,n_v_mm_4,n_v_ss_1,n_v_ss_2,n_v_ss_3,n_v_ss_4
71,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:31.000000000,0 days 00:00:36.000000000,0 days 00:01:34.000000000,0 days 00:00:39.000000000,1,2,1,2,0,2,3,2,0,3,1,2,1,3,2,1,2,2,2,3,2,3,3,3,2,1,3,2,2,3,1,1,1,1,1,0,-1,1,0,-1,-1,-1,0,1,1,-1,-1,-1,1,-1,-1,1,0,1,-1,1,-1,0,1,-1,1,-1,0,1,1,0,-1,0
72,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:54.000000000,0 days 00:00:19.000000000,0 days 00:01:35.000000000,0 days 00:00:31.000000000,3,0,1,2,2,1,1,1,2,3,1,1,2,1,2,2,3,2,1,1,2,2,3,2,3,3,3,3,2,3,2,1,2,1,0,0,0,1,-1,0,-1,0,1,0,1,-1,-1,0,0,-1,1,0,1,0,-1,1,0,-1,0,1,1,-1,1,-1,1,0,-1,1
73,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:58.000000000,0 days 00:00:53.000000000,0 days 00:01:33.000000000,0 days 00:00:36.000000000,2,1,1,2,1,3,1,2,2,3,1,2,1,2,3,2,2,3,1,1,2,3,3,2,1,2,3,2,1,1,2,2,2,2,-1,0,1,1,0,-1,1,-1,1,-1,1,-1,0,1,1,0,0,1,-1,1,1,0,0,1,0,-1,-1,1,0,1,-1,1,1,-1
74,18-25 ans,"Élèves, étudiants",Femme,0 days 00:00:57.000000000,0 days 00:00:37.000000000,0 days 00:00:51.000000000,0 days 00:00:24.000000000,2,1,1,3,2,3,1,2,3,3,2,1,3,2,1,2,1,2,2,1,1,2,3,2,1,3,3,1,2,3,3,1,2,2,-1,-1,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,-1,1,1,-1,1,-1,1,0,-1,1
75,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:35.000000000,0 days 00:00:43.000000000,0 days 00:00:52.000000000,0 days 00:00:49.000000000,1,2,2,3,1,3,3,3,2,3,1,2,0,2,2,0,1,1,3,3,3,2,3,2,2,3,2,1,1,2,1,3,1,2,1,1,-1,-1,0,1,-1,1,-1,1,-1,1,0,1,-1,0,1,0,1,-1,1,-1,0,-1,1,-1,1,0,-1,1,0,1,-1,-1
76,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:04.000000000,0 days 00:00:36.000000000,0 days 00:01:22.000000000,0 days 00:00:39.000000000,2,1,1,3,2,3,1,3,1,3,2,1,2,2,1,2,2,2,2,1,3,2,3,2,2,2,3,3,2,2,3,2,1,3,1,0,-1,0,0,1,-1,0,0,1,-1,1,-1,-1,0,0,0,1,0,-1,1,0,-1,0,1,0,1,0,-1,1,-1,1,-1,1
77,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:20.000000000,0 days 00:01:21.000000000,0 days 00:00:45.000000000,0 days 00:00:29.000000000,1,1,1,2,3,2,2,1,2,2,1,1,1,2,1,2,3,2,2,3,2,2,1,3,3,1,3,2,3,1,1,2,3,3,1,-1,1,0,1,-1,0,1,-1,-1,1,0,1,-1,1,-1,0,-1,0,1,1,-1,-1,0,0,0,-1,1,-1,0,1,0,-1,0
78,18-25 ans,"Élèves, étudiants",Femme,0 days 00:03:06.000000000,0 days 00:00:46.000000000,0 days 00:01:33.000000000,0 days 00:00:43.000000000,1,1,2,3,1,3,0,2,1,2,1,2,2,1,2,3,1,3,1,2,2,1,3,2,3,2,3,3,3,1,1,3,2,2,-1,1,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,-1,1,-1,-1,1,0,-1,1,-1,1,0,1,-1,0,-1,1,0,0
79,18-25 ans,"Élèves, étudiants",Femme,0 days 00:03:19.000000000,0 days 00:01:36.000000000,0 days 00:00:55.000000000,0 days 00:00:30.000000000,2,2,3,2,2,2,3,2,1,2,1,2,1,1,0,1,1,3,3,1,2,2,3,1,2,1,2,2,2,2,2,2,3,2,1,1,-1,1,-1,1,0,1,-1,1,0,-1,1,-1,0,1,-1,1,1,0,-1,1,-1,1,1,-1,1,-1,0,1,1,0,-1,-1
80,18-25 ans,"Élèves, étudiants",Femme,0 days 00:00:58.000000000,0 days 00:00:26.000000000,0 days 00:00:41.000000000,0 days 00:00:18.000000000,1,2,2,3,1,3,2,1,3,3,1,2,1,2,2,1,2,1,2,2,2,3,3,2,1,3,3,1,1,2,3,3,2,2,1,1,0,-1,0,1,-1,1,-1,1,-1,1,0,1,-1,1,-1,1,0,0,0,0,0,-1,1,-1,1,0,0,0,0,0,-1,1
81,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:45.000000000,0 days 00:00:49.000000000,0 days 00:01:58.000000000,0 days 00:00:36.000000000,1,1,2,2,1,3,1,2,2,2,0,2,1,3,1,2,0,2,1,3,3,2,2,2,3,1,1,1,3,2,2,2,1,2,1,1,-1,1,0,-1,-1,1,-1,1,0,-1,1,0,1,-1,0,1,-1,-1,0,1,-1,-1,0,1,0,-1,1,-1,-1,1,-1,1
82,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:51.000000000,0 days 00:00:43.000000000,0 days 00:01:09.000000000,0 days 00:00:28.000000000,1,1,3,2,1,2,3,2,3,2,1,1,1,2,1,1,1,3,1,2,3,3,3,2,2,2,3,1,2,1,3,2,2,2,1,0,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,0,0,0,1,0,-1,1,-1,1,1,0,0,1,0,-1,1,-1,0,1,0
83,18-25 ans,"Élèves, étudiants",Femme,0 days 00:05:44.000000000,0 days 00:00:28.000000000,0 days 00:03:49.000000000,0 days 00:00:17.000000000,3,0,1,3,2,3,1,3,2,3,2,1,2,1,1,2,1,3,1,3,3,3,2,2,3,2,3,1,1,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:46.000000000,0 days 00:01:31.000000000,0 days 00:03:18.000000000,0 days 00:00:47.000000000,1,2,2,3,1,3,1,3,2,3,1,2,2,2,2,2,1,3,1,2,3,1,2,2,2,2,3,1,3,2,1,2,2,3,-1,1,-1,1,-1,-1,1,1,-1,1,0,-1,1,1,0,0,0,1,-1,1,-1,0,0,1,-1,0,0,0,0,0,0,-1,1,-1
85,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:50.000000000,0 days 00:00:34.000000000,0 days 00:01:16.000000000,0 days 00:00:28.000000000,1,2,2,3,1,3,2,3,3,3,1,2,1,2,2,1,0,2,2,1,3,3,3,3,2,3,3,3,1,1,2,2,1,1,0,0,1,-1,-1,1,-1,1,-1,0,0,1,-1,1,-1,0,0,1,-1,1,0,-1,1,-1,1,-1,1,1,0,0,0,-1,1,-1
86,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:31.000000000,0 days 00:00:51.000000000,0 days 00:01:14.000000000,0 days 00:00:32.000000000,0,3,1,3,2,3,1,2,3,3,2,1,1,2,1,2,1,1,2,2,3,1,3,2,2,3,2,2,2,2,2,3,2,1,0,1,-1,1,-1,1,0,-1,1,1,0,0,-1,0,0,1,0,0,-1,1,1,0,-1,1,0,0,-1,1,-1,1,-1,1,0,0
87,18-25 ans,"Élèves, étudiants",Femme,0 days 00:00:58.000000000,0 days 00:00:44.000000000,0 days 00:01:16.000000000,0 days 00:00:23.000000000,1,2,3,2,1,3,1,3,1,3,1,2,2,1,1,2,2,1,2,3,2,3,3,3,2,1,2,2,2,1,2,1,1,1,1,0,-1,1,-1,1,-1,0,0,1,0,1,-1,-1,0,1,0,0,1,-1,1,-1,1,-1,1,0,1,0,0,0,0,0,0,1
88,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:06.000000000,0 days 00:00:28.000000000,0 days 00:00:57.000000000,0 days 00:00:35.000000000,2,1,1,3,2,3,1,3,1,3,2,1,2,2,1,2,2,1,2,1,3,3,2,2,2,2,3,2,3,2,2,1,3,1,1,0,-1,0,0,1,-1,0,0,1,-1,1,-1,-1,0,0,0,-1,0,-1,1,0,0,-1,1,-1,-1,-1,0,1,-1,1,-1,1
89,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:33.000000000,0 days 00:00:38.000000000,0 days 00:02:52.000000000,0 days 00:00:47.000000000,2,1,2,3,2,3,2,1,3,3,1,1,1,3,1,1,2,2,2,1,1,3,2,2,2,3,3,2,2,2,2,3,1,1,-1,1,-1,0,0,1,-1,0,0,0,-1,1,-1,0,0,0,0,-1,1,-1,1,0,0,0,0,0,1,-1,0,0,0,1,0,0
90,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:18.000000000,0 days 00:00:34.000000000,0 days 00:00:24.000000000,0 days 00:00:37.000000000,1,1,2,2,1,2,1,3,2,2,2,1,2,3,1,1,1,1,1,2,2,2,3,2,1,3,2,1,2,3,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,0,-1,0,1,-1,1,-1,-1,1,-1,1,-1,1
91,18-25 ans,"Élèves, étudiants",Homme,0 days 00:00:25.000000000,0 days 00:00:55.000000000,0 days 00:00:28.000000000,0 days 00:00:33.000000000,3,1,1,1,1,1,1,2,1,2,2,2,3,2,2,2,1,2,2,2,3,1,3,2,2,1,1,3,2,2,2,2,2,1,-1,1,1,-1,-1,1,-1,0,-1,0,0,0,-1,1,-1,0,-1,0,-1,0,1,-1,0,0,-1,1,-1,1,-1,-1,-1,0,0,0
92,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:26.000000000,0 days 00:00:42.000000000,0 days 00:01:46.000000000,0 days 00:00:24.000000000,1,3,1,3,2,3,2,2,3,2,2,1,0,2,1,1,1,2,1,3,3,1,3,2,3,3,3,2,2,1,2,3,2,1,-1,-1,1,0,-1,1,-1,1,-1,-1,1,0,0,0,-1,0,0,-1,0,0,1,-1,-1,1,1,0,-1,1,-1,1,0,1,0,1
93,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:03.000000000,0 days 00:00:22.000000000,0 days 00:00:47.000000000,0 days 00:00:11.000000000,1,2,1,3,2,1,2,2,1,3,2,1,2,3,1,1,1,1,2,2,1,2,2,1,3,2,3,1,3,2,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,18-25 ans,"Élèves, étudiants",Femme,0 days 00:03:26.000000000,0 days 00:02:56.000000000,0 days 00:02:19.000000000,0 days 00:00:38.000000000,2,1,2,3,1,3,1,3,1,3,1,2,2,1,2,2,2,1,2,3,3,2,3,3,3,3,3,1,2,1,3,2,2,2,-1,1,0,1,-1,1,-1,1,1,-1,1,0,0,1,0,0,1,0,1,1,-1,1,0,0,0,0,1,-1,1,0,1,-1,0,0
95,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:44.000000000,0 days 00:02:21.000000000,0 days 00:00:42.000000000,0 days 00:00:17.000000000,2,1,2,3,1,3,2,3,2,3,1,2,1,3,2,1,1,2,1,2,3,2,2,3,3,2,3,2,2,1,3,2,1,2,1,0,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,0,0,0,0,0,-1,1,0,0,0,-1,0,0,0,0,-1,-1,1,0,-1
96,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:30.000000000,0 days 00:01:40.000000000,0 days 00:00:44.000000000,0 days 00:00:45.000000000,1,1,1,2,1,2,1,3,3,2,1,1,2,2,1,1,0,2,3,2,3,1,3,2,1,3,2,3,3,2,2,3,2,2,1,1,-1,1,-1,0,-1,1,-1,1,0,-1,1,-1,1,-1,0,-1,1,-1,0,1,-1,1,0,0,1,-1,0,1,0,1,0,0
97,18-25 ans,"Élèves, étudiants",Femme,0 days 00:03:39.000000000,0 days 00:01:02.000000000,0 days 00:02:10.000000000,0 days 00:00:50.000000000,1,2,2,3,1,3,2,3,1,3,1,2,1,2,2,1,2,2,2,1,3,1,3,2,3,1,2,2,3,2,2,3,1,2,1,1,-1,0,-1,1,-1,0,1,1,-1,1,-1,-1,-1,1,1,1,0,-1,1,0,-1,1,0,0,1,1,-1,1,-1,1,0,0
98,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:54.000000000,0 days 00:01:10.000000000,0 days 00:01:08.000000000,0 days 00:00:39.000000000,2,1,1,3,2,3,1,3,1,3,2,1,2,2,1,2,2,2,2,2,3,2,3,1,3,3,3,1,1,2,2,1,2,2,-1,-1,0,1,0,-1,0,1,0,-1,1,-1,1,-1,1,-1,1,1,-1,0,0,-1,1,-1,1,-1,0,0,0,1,-1,-1,0,0
99,18-25 ans,"Élèves, étudiants",Femme,0 days 00:00:39.000000000,0 days 00:00:36.000000000,0 days 00:00:32.000000000,0 days 00:00:13.000000000,2,3,2,1,3,2,0,3,0,1,1,1,3,1,2,2,3,2,2,3,1,3,2,1,1,3,3,3,3,1,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,0,0,-1,1,-1,1,0,0,1,1,-1
100,18-25 ans,"Élèves, étudiants",Homme,0 days 00:00:38.000000000,0 days 00:00:28.000000000,0 days 00:01:06.000000000,0 days 00:00:16.000000000,2,3,2,2,1,3,1,1,1,1,2,2,2,1,1,2,2,1,2,2,2,1,1,2,2,3,2,3,2,1,3,1,3,1,-1,0,0,1,-1,0,0,-1,1,-1,1,-1,-1,0,0,0,0,0,1,0,0,-1,1,-1,0,0,1,0,0,-1,1,-1,0,0
101,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:18.000000000,0 days 00:00:26.000000000,0 days 00:01:32.000000000,0 days 00:01:00.000000000,2,1,2,3,2,3,2,2,3,3,1,1,2,1,1,1,1,2,2,2,3,3,3,2,3,1,3,1,1,1,3,1,2,3,0,1,-1,1,-1,1,0,-1,1,1,0,0,-1,0,0,1,0,1,0,-1,0,1,0,-1,0,-1,1,-1,1,-1,-1,1,-1,-1
102,26-35 ans,"Élèves, étudiants",Homme,0 days 00:01:20.000000000,0 days 00:02:18.000000000,0 days 00:00:33.000000000,0 days 00:00:24.000000000,1,1,2,3,2,1,1,2,1,2,1,1,3,3,1,2,1,1,3,1,2,2,3,1,2,2,3,2,1,2,3,1,2,2,-1,-1,-1,1,-1,1,-1,1,-1,-1,1,-1,0,-1,1,0,-1,1,-1,0,1,-1,-1,1,-1,-1,0,1,-1,0,-1,1,0,-1
103,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:15.000000000,0 days 00:00:52.000000000,0 days 00:01:14.000000000,0 days 00:00:30.000000000,2,3,2,2,2,2,1,2,2,1,2,2,3,1,2,3,2,1,1,2,2,1,2,1,1,2,2,1,3,2,2,3,2,1,-1,0,-1,1,1,-1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,0,-1,1,0,0,0,0,0,1,0,0,0,-1,1,0,0
104,18-25 ans,"Élèves, étudiants",Homme,0 days 00:01:29.000000000,0 days 00:01:01.000000000,0 days 00:01:11.000000000,0 days 00:00:13.000000000,2,1,2,2,3,3,2,1,2,3,2,0,1,1,1,1,1,2,1,3,2,2,2,3,2,3,2,3,1,1,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,1,-1,1,-1,-1,-1,1,0,1,-1,0,-1
105,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:42.000000000,0 days 00:00:34.000000000,0 days 00:01:26.000000000,0 days 00:00:25.000000000,2,0,2,3,2,2,2,3,1,2,1,2,1,2,1,2,2,3,2,2,2,1,2,2,1,1,3,2,1,3,3,2,3,2,1,0,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,0,0,0,0,1,-1,1,-1,0,0,0,0,1,0,-1,0,0,0,0,0
106,18-25 ans,"Élèves, étudiants",Homme,0 days 00:01:54.000000000,0 days 00:00:53.000000000,0 days 00:01:25.000000000,0 days 00:00:33.000000000,2,1,1,2,1,2,2,1,1,3,1,1,1,2,1,2,0,3,2,2,3,2,3,1,3,2,2,2,1,2,3,1,2,2,-1,-1,1,0,1,0,1,-1,1,-1,1,1,0,0,1,1,0,1,0,1,-1,1,-1,-1,0,0,1,0,0,-1,1,1,-1,0
107,18-25 ans,"Élèves, étudiants",Homme,0 days 00:01:10.000000000,0 days 00:00:30.000000000,0 days 00:00:31.000000000,0 days 00:00:16.000000000,1,1,1,3,2,2,3,2,2,2,2,2,1,2,1,1,0,2,2,2,2,2,2,1,3,2,1,3,1,3,3,2,3,2,-1,0,1,-1,1,-1,1,-1,1,-1,0,0,0,1,0,0,0,-1,1,-1,0,1,0,-1,0,1,0,-1,1,-1,0,1,-1,1
108,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:27.000000000,0 days 00:00:19.000000000,0 days 00:01:23.000000000,0 days 00:00:37.000000000,3,0,2,3,1,3,2,2,1,3,1,2,2,2,2,1,3,2,2,3,3,3,3,2,2,2,3,1,1,3,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,1,-1,-1,1,0,0,1,-1,1,0,0,0
109,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:04.000000000,0 days 00:00:38.000000000,0 days 00:01:27.000000000,0 days 00:00:31.000000000,3,0,1,3,2,3,1,3,2,3,2,1,2,1,1,2,1,2,2,2,3,3,3,2,2,3,3,2,1,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,-1,1,0,0,0,-1,1,0,0,1,-1,1,0
110,18-25 ans,"Élèves, étudiants",Homme,0 days 00:02:02.000000000,0 days 00:02:54.000000000,0 days 00:01:06.000000000,0 days 00:00:31.000000000,2,1,1,2,1,1,3,2,2,3,1,2,1,2,3,2,2,2,1,3,3,1,3,2,2,3,3,1,3,2,2,2,2,1,-1,1,1,-1,-1,1,-1,1,0,-1,0,1,0,1,-1,1,1,-1,0,1,-1,1,1,-1,-1,1,-1,-1,1,-1,1,-1,0,1
111,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:06.000000000,0 days 00:00:24.000000000,0 days 00:00:47.000000000,0 days 00:00:30.000000000,1,1,2,2,2,1,2,2,2,2,2,1,0,1,2,1,2,3,2,2,1,3,3,2,1,3,3,1,2,1,2,2,1,2,0,1,-1,1,-1,1,-1,1,0,1,0,0,0,0,0,0,1,1,0,-1,1,-1,-1,1,1,-1,1,0,-1,1,-1,0,1,-1
112,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:40.000000000,0 days 00:00:48.000000000,0 days 00:01:00.000000000,0 days 00:00:22.000000000,2,1,1,3,2,3,1,3,1,3,2,1,2,2,1,2,2,3,1,2,3,3,3,2,3,2,3,2,1,2,3,1,2,2,1,0,-1,0,-1,1,-1,1,-1,1,-1,1,-1,-1,-1,0,0,0,1,1,-1,-1,1,0,-1,0,1,0,1,-1,1,-1,1,-1
113,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:38.000000000,0 days 00:00:28.000000000,0 days 00:01:16.000000000,0 days 00:00:24.000000000,2,1,2,3,2,3,1,3,2,3,1,1,2,1,1,2,1,2,2,1,3,2,3,2,2,2,1,2,1,3,3,2,1,1,-1,0,1,-1,1,-1,1,-1,1,-1,0,0,0,1,0,0,0,1,1,0,-1,1,-1,0,1,-1,1,-1,-1,1,1,-1,-1,1
114,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:16.000000000,0 days 00:00:27.000000000,0 days 00:00:46.000000000,0 days 00:00:28.000000000,2,1,1,3,1,3,2,3,1,3,2,2,1,2,2,1,2,2,2,3,3,2,3,2,2,2,3,1,2,2,2,3,1,2,-1,0,0,1,-1,-1,0,1,-1,-1,1,-1,1,0,1,-1,1,-1,1,-1,1,-1,0,1,-1,0,0,0,-1,0,0,0,1,-1
115,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:15.000000000,0 days 00:00:32.000000000,0 days 00:28:55.000000000,0 days 00:00:35.000000000,1,2,2,3,2,3,1,2,3,3,1,1,1,2,1,2,1,3,3,2,2,2,3,1,2,2,2,1,3,1,1,1,3,1,1,1,-1,0,-1,1,-1,1,-1,1,-1,1,0,0,-1,1,-1,1,-1,1,-1,-1,1,0,1,0,-1,1,1,1,-1,-1,1,1
116,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:28.000000000,0 days 00:00:32.000000000,0 days 00:00:58.000000000,0 days 00:00:36.000000000,1,3,1,3,1,2,1,2,1,2,2,3,1,2,2,1,3,2,3,1,2,2,3,2,3,2,2,1,2,1,2,3,2,2,1,1,1,-1,1,1,-1,0,0,1,-1,1,-1,1,-1,1,0,0,1,-1,1,-1,0,0,-1,0,1,0,-1,-1,0,0,0,-1
117,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:55.000000000,0 days 00:00:36.000000000,0 days 00:00:42.000000000,0 days 00:00:27.000000000,0,3,0,2,2,3,2,3,1,3,2,1,1,3,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,3,2,2,0,-1,0,0,1,-1,0,1,0,-1,0,0,1,-1,1,-1,1,-1,0,0,-1,0,1,-1,-1,1,-1,-1,1,-1,0,-1,1,1
118,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:54.000000000,0 days 00:00:42.000000000,0 days 00:01:06.000000000,0 days 00:00:22.000000000,2,1,1,3,2,3,1,3,1,3,2,1,2,2,1,2,2,2,3,3,3,1,3,2,3,2,3,1,3,1,1,2,1,2,0,1,-1,0,0,1,0,-1,0,1,-1,1,-1,0,0,1,-1,0,1,-1,0,0,0,0,1,0,1,-1,0,1,0,0,0,1
119,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:57.000000000,0 days 00:00:31.000000000,0 days 00:01:22.000000000,0 days 00:00:20.000000000,2,1,1,3,1,3,2,3,1,3,2,2,1,2,2,1,2,2,2,1,3,2,3,2,2,1,2,3,1,2,3,1,3,3,-1,1,0,0,1,-1,-1,1,0,-1,0,0,1,1,1,-1,1,-1,0,1,1,-1,0,1,0,0,-1,1,-1,1,1,0,1,0
120,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:11.000000000,0 days 00:00:35.000000000,0 days 00:03:07.000000000,0 days 00:00:44.000000000,1,2,2,3,1,3,1,3,2,3,1,2,2,2,2,2,1,3,2,1,2,3,3,1,3,2,3,3,1,2,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,-1,0,0,0,1,-1,0,0,0,0,-1,0
121,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:56.000000000,0 days 00:07:36.000000000,0 days 00:01:17.000000000,0 days 00:00:39.000000000,1,2,2,1,2,2,1,2,3,3,1,2,3,2,1,1,1,1,3,2,2,3,3,3,1,2,2,2,1,3,2,2,1,2,0,1,1,-1,1,-1,-1,1,-1,1,0,0,1,1,0,-1,1,1,0,1,-1,-1,1,1,0,0,1,0,1,1,1,-1,1,0
122,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:19.000000000,0 days 00:03:48.000000000,0 days 00:01:05.000000000,0 days 00:00:59.000000000,2,1,2,3,1,2,1,3,1,3,1,1,2,1,2,1,2,3,1,2,3,1,2,3,3,1,3,2,2,2,1,3,1,2,0,1,-1,1,0,1,-1,-1,1,1,0,1,-1,0,1,0,1,1,-1,1,-1,1,-1,-1,0,-1,1,0,1,-1,-1,1,-1,-1
123,18-25 ans,"Élèves, étudiants",Femme,0 days 00:00:42.000000000,0 days 00:00:27.000000000,0 days 00:00:58.000000000,0 days 00:01:12.000000000,3,0,2,3,2,3,2,3,2,3,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,1,2,3,2,1,-1,0,0,1,-1,1,0,0,0,-1,1,0,0,0,0,1,0,1,1,-1,0,-1,1,-1,1,0,1,-1,1,-1,-1,-1,0,1
124,18-25 ans,"Élèves, étudiants",Homme,0 days 00:01:23.000000000,0 days 00:00:24.000000000,0 days 00:00:54.000000000,0 days 00:00:15.000000000,2,1,2,2,2,2,3,2,2,3,2,0,1,3,2,1,0,1,2,1,1,1,2,2,2,3,1,2,3,2,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,-1,0,-1,1,1,0,-1,-1,1,-1,-1,1
125,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:05.000000000,0 days 00:00:16.000000000,0 days 00:00:47.000000000,0 days 00:00:21.000000000,2,1,3,2,3,2,2,3,3,1,1,1,1,2,1,2,0,3,1,3,3,1,2,3,2,1,3,1,1,2,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,0,-1,1,-1,0,1,1,-1,1,-1
126,18-25 ans,"Élèves, étudiants",Femme,0 days 00:02:29.000000000,0 days 00:01:53.000000000,0 days 00:01:54.000000000,0 days 00:00:36.000000000,1,2,2,2,1,2,2,2,3,3,2,1,2,2,3,2,1,2,1,2,2,2,1,3,2,1,3,3,2,2,1,3,3,3,1,0,-1,0,1,-1,0,1,-1,1,-1,0,1,-1,1,-1,0,1,0,0,-1,0,1,-1,1,0,1,-1,1,0,0,-1,0,1
127,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:10.000000000,0 days 00:00:37.000000000,0 days 00:00:58.000000000,0 days 00:00:14.000000000,2,1,0,1,1,3,1,1,1,3,1,2,2,1,2,2,2,2,2,2,3,1,3,2,3,1,2,2,2,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,0,-1,1,-1,0,-1,1,-1,0,-1,1,0,-1
128,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:55.000000000,0 days 00:00:52.000000000,0 days 00:01:17.000000000,0 days 00:00:31.000000000,2,1,1,3,2,2,3,2,1,3,2,0,1,2,1,1,1,2,2,2,3,3,2,2,3,3,2,1,2,1,3,1,2,1,-1,1,0,-1,1,-1,1,-1,0,0,-1,0,0,1,0,0,-1,-1,0,0,1,-1,1,-1,1,-1,-1,1,-1,-1,0,0,-1,0
129,18-25 ans,"Élèves, étudiants",Femme,0 days 00:01:43.000000000,0 days 00:00:47.000000000,0 days 00:01:05.000000000,0 days 00:00:36.000000000,2,1,1,3,2,3,1,3,1,3,2,1,2,2,1,2,2,3,1,3,3,3,3,2,3,2,3,1,1,1,2,2,2,2,1,0,0,-1,0,1,0,-1,0,1,-1,1,-1,0,-1,1,-1,1,0,0,-1,1,-1,0,1,0,1,-1,0,1,0,0,-1,1
